Maze Name,Path,Path Time (s),Turns,Distance Travelled (m),Execution Time (micro secs),Memory Usage (MB)
bos92,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (2, 14), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (8, 14), (9, 14), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2), (14, 1), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (6, 5), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9), (6, 9), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (8, 7)]",13.033886958053534,0,574.2899999999921,489203.3,0.0
boston,"[(0, 0), (0, 1), (0, 2), (1, 2), (1, 1), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (6, 1), (6, 2), (5, 2), (5, 3), (5, 4), (6, 4), (6, 3), (7, 3), (7, 2), (8, 2), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (9, 3), (10, 3), (10, 4), (10, 5), (10, 6), (9, 6), (9, 7), (10, 7), (10, 8), (9, 8), (9, 9), (8, 9), (8, 8)]",20.436899227756292,0,578.5649999999927,956715.4,0.0
bug,"[(0, 0), (0, 1), (1, 1), (1, 2), (1, 3), (2, 3), (2, 2), (2, 1), (2, 0), (3, 0), (3, 1), (4, 1), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (6, 3), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5), (6, 5), (6, 6), (6, 7), (6, 8), (7, 8)]",13.359222012511186,0,580.9499999999929,31844.9,0.0
c00d1f,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 11), (1, 10), (1, 9), (2, 9), (2, 8), (2, 7), (2, 6), (3, 6), (3, 5), (4, 5), (4, 6), (5, 6), (5, 5), (5, 4), (5, 3), (6, 3), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (12, 4), (12, 5), (11, 5), (10, 5), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8), (7, 8)]",16.71945046585182,0,585.3149999999931,1207592.0,0.0
c00d1p,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 11), (2, 11), (2, 10), (3, 10), (3, 9), (2, 9), (1, 9), (1, 8), (1, 7), (1, 6), (1, 5), (1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (5, 5), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (6, 8), (6, 7), (7, 7)]",11.726114710576775,0,589.049999999993,972925.4,0.0
c00d2f,"[(0, 0), (0, 1), (0, 2), (0, 3), (1, 3), (1, 4), (2, 4), (2, 3), (3, 3), (3, 4), (4, 4), (5, 4), (6, 4), (6, 3), (7, 3), (8, 3), (9, 3), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (12, 4), (11, 4), (11, 5), (11, 6), (11, 7), (10, 7), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (6, 8), (7, 8)]",15.45570684645435,0,592.1549999999933,724069.8,0.0
c00d2p,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (1, 4), (1, 3), (1, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3), (5, 2), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (10, 2), (10, 3), (11, 3), (11, 4), (11, 5), (11, 6), (10, 6), (9, 6), (8, 6), (7, 6), (6, 6), (6, 7), (6, 8), (7, 8)]",10.944550800734914,0,595.0799999999932,344812.60000000003,0.0
c00d3f,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (1, 12), (1, 13), (2, 13), (3, 13), (4, 13), (4, 12), (5, 12), (6, 12), (6, 11), (6, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (11, 9), (10, 9), (9, 9), (8, 9), (7, 9), (6, 9), (6, 8), (7, 8)]",9.607553927043698,0,598.1849999999934,486346.10000000003,0.0
c00d3p,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (1, 4), (1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (5, 2), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (10, 2), (10, 3), (11, 3), (11, 4), (10, 4), (10, 5), (10, 6), (10, 7), (9, 7), (9, 6), (8, 6), (7, 6), (6, 6), (6, 7), (6, 8), (7, 8)]",11.983416502653546,0,601.1099999999934,315746.5,0.0
c00jcf,"[(0, 0), (0, 1), (0, 2), (0, 3), (1, 3), (1, 2), (1, 1), (1, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (3, 4), (4, 4), (5, 4), (5, 3), (6, 3), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (12, 4), (12, 5), (12, 6), (11, 6), (10, 6), (10, 7), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (6, 8), (7, 8)]",14.865706462523809,0,604.5749999999937,1304911.0,0.0
c00jcp,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (1, 4), (1, 3), (1, 2), (1, 1), (2, 1), (2, 2), (2, 3), (2, 4), (3, 4), (3, 3), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (12, 2), (13, 2), (13, 3), (13, 4), (13, 5), (12, 5), (12, 6), (11, 6), (11, 7), (10, 7), (9, 7), (9, 6), (8, 6), (7, 6), (6, 6), (6, 7), (7, 7)]",16.249685859821692,0,608.3099999999939,1046959.6,0.0
c00od1,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (1, 15), (2, 15), (3, 15), (4, 15), (5, 15), (6, 15), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (12, 15), (13, 15), (14, 15), (14, 14), (14, 13), (13, 13), (12, 13), (12, 12), (12, 11), (12, 10), (11, 10), (10, 10), (10, 9), (9, 9), (9, 8), (9, 7), (9, 6), (8, 6), (8, 7)]",9.704058144767686,0,612.3149999999938,936361.8,0.0
c00od2,"[(0, 0), (0, 1), (1, 1), (1, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (10, 11), (11, 11), (11, 10), (11, 9), (10, 9), (10, 8), (10, 7), (9, 7), (9, 6), (8, 6), (8, 7)]",10.948521922269983,0,615.239999999994,819696.8,0.0
camm2018,"[(0, 0), (0, 1), (1, 1), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (15, 1), (15, 2), (15, 3), (15, 4), (14, 4), (13, 4), (12, 4), (12, 5), (11, 5), (10, 5), (9, 5), (9, 6), (9, 7), (8, 7)]",8.053405084467565,0,617.984999999994,407589.8,0.0
chi86,"[(0, 0), (0, 1), (0, 2), (1, 2), (2, 2), (2, 1), (2, 0), (3, 0), (3, 1), (4, 1), (4, 0), (5, 0), (5, 1), (6, 1), (7, 1), (8, 1), (8, 0), (9, 0), (10, 0), (11, 0), (11, 1), (12, 1), (12, 0), (13, 0), (14, 0), (15, 0), (15, 1), (15, 2), (15, 3), (14, 3), (14, 4), (14, 5), (14, 6), (13, 6), (13, 7), (12, 7), (11, 7), (11, 6), (11, 5), (11, 4), (10, 4), (10, 5), (9, 5), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (3, 4), (3, 5), (2, 5), (1, 5), (1, 6), (1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (5, 6), (5, 5), (6, 5), (6, 6), (6, 7), (6, 8), (7, 8)]",26.616757474765862,0,623.7899999999942,2079510.9000000001,0.0
chochi,"[(0, 0), (0, 1), (1, 1), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (15, 1), (15, 2), (15, 3), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (15, 11), (15, 12), (15, 13), (15, 14), (14, 14), (14, 13), (13, 13), (13, 12), (12, 12), (12, 13), (11, 13), (11, 12), (10, 12), (10, 11), (10, 10), (10, 9), (9, 9), (9, 8), (9, 7), (9, 6), (8, 6), (8, 5), (8, 4), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (14, 2), (14, 1), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (8, 2), (7, 2), (7, 3), (6, 3), (6, 4), (5, 4), (4, 4), (3, 4), (3, 5), (3, 6), (3, 7), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 11), (4, 11), (5, 11), (5, 10), (5, 9), (5, 8), (6, 8), (6, 7), (7, 7)]",28.37904711103748,0,631.8449999999946,5125669.600000001,0.0
chubu-014-1995,"[(0, 0), (0, 1), (0, 2), (0, 3), (1, 3), (2, 3), (3, 3), (3, 2), (3, 1), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (12, 1), (12, 2), (12, 3), (13, 3), (14, 3), (15, 3), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (15, 11), (15, 12), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13), (9, 13), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (7, 9), (6, 9), (6, 8), (6, 7), (6, 6), (7, 6), (7, 7)]",12.231107966520236,0,636.4799999999944,616611.9,0.0
chubu-015-1996,"[(0, 0), (0, 1), (0, 2), (0, 3), (1, 3), (2, 3), (2, 2), (2, 1), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (15, 1), (15, 2), (15, 3), (15, 4), (15, 5), (15, 6), (14, 6), (13, 6), (13, 7), (13, 8), (13, 9), (13, 10), (14, 10), (15, 10), (15, 11), (15, 12), (15, 13), (15, 14), (15, 15), (14, 15), (13, 15), (12, 15), (12, 14), (11, 14), (10, 14), (10, 13), (9, 13), (8, 13), (8, 12), (8, 11), (8, 10), (9, 10), (9, 9), (9, 8), (9, 7), (8, 7)]",15.617625656551736,0,641.5649999999943,578516.7000000001,0.0
chubu-016-1997,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 7), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (1, 14), (1, 13), (1, 12), (0, 12), (0, 13), (0, 14), (0, 15), (1, 15), (2, 15), (3, 15), (4, 15), (5, 15), (6, 15), (7, 15), (8, 15), (9, 15), (9, 14), (9, 13), (9, 12), (9, 11), (8, 11), (7, 11), (6, 11), (6, 10), (7, 10), (8, 10), (8, 9), (7, 9), (6, 9), (6, 8), (6, 7), (6, 6), (7, 6), (7, 7)]",14.226316347065646,0,646.0199999999941,480651.0,0.0
chubu-017-1998,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 5), (1, 6), (1, 7), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (1, 15), (2, 15), (3, 15), (4, 15), (5, 15), (6, 15), (6, 14), (7, 14), (8, 14), (9, 14), (9, 15), (10, 15), (11, 15), (12, 15), (13, 15), (14, 15), (15, 15), (15, 14), (15, 13), (15, 12), (15, 11), (14, 11), (14, 10), (14, 9), (14, 8), (13, 8), (13, 9), (13, 10), (12, 10), (12, 9), (11, 9), (10, 9), (9, 9), (9, 8), (9, 7), (9, 6), (8, 6), (7, 6), (7, 7)]",17.18779602576695,0,651.0149999999941,709896.6,0.0
chubu-018-1999,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 6), (1, 7), (1, 8), (1, 9), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (1, 15), (2, 15), (3, 15), (4, 15), (5, 15), (6, 15), (6, 14), (5, 14), (5, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (10, 14), (9, 14), (9, 15), (10, 15), (11, 15), (11, 14), (11, 13), (11, 12), (10, 12), (9, 12), (9, 11), (8, 11), (7, 11), (7, 10), (7, 9), (8, 9), (9, 9), (9, 8), (9, 7), (8, 7)]",17.215144692282998,0,655.559999999994,856866.4,0.0
chubu2017,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (1, 15), (2, 15), (3, 15), (4, 15), (5, 15), (6, 15), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (12, 15), (13, 15), (14, 15), (15, 15), (15, 14), (15, 13), (15, 12), (15, 11), (15, 10), (15, 9), (15, 8), (15, 7), (15, 6), (15, 5), (15, 4), (15, 3), (15, 2), (15, 1), (15, 0), (14, 0), (13, 0), (12, 0), (11, 0), (10, 0), (9, 0), (8, 0), (7, 0), (6, 0), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (2, 1), (2, 2), (3, 2), (3, 1), (4, 1), (4, 2), (5, 2), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (8, 1), (9, 1), (10, 1), (10, 2), (11, 2), (12, 2), (12, 1), (13, 1), (14, 1), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (13, 6), (13, 7), (12, 7), (12, 8), (11, 8), (11, 9), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10), (7, 11), (7, 12), (7, 13), (6, 13), (6, 14), (5, 14), (4, 14), (4, 13), (3, 13), (3, 12), (3, 11), (4, 11), (5, 11), (6, 11), (6, 10), (6, 9), (6, 8), (7, 8)]",33.43577987642295,0,665.8649999999946,2713091.5,0.0
cut,"[(0, 0), (0, 1), (1, 1), (2, 1), (3, 1), (3, 2), (3, 3), (3, 4), (4, 4), (5, 4), (6, 4), (6, 3), (6, 2), (6, 1), (6, 0), (7, 0), (7, 1), (7, 2), (8, 2), (9, 2), (9, 1), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (13, 1), (13, 2), (14, 2), (15, 2), (15, 3), (15, 4), (14, 4), (13, 4), (12, 4), (12, 5), (12, 6), (12, 7), (11, 7), (10, 7), (9, 7), (9, 6), (8, 6), (8, 5), (7, 5), (6, 5), (6, 6), (6, 7), (5, 7), (4, 7), (3, 7), (2, 7), (1, 7), (0, 7), (0, 8), (0, 9), (0, 10), (1, 10), (2, 10), (2, 11), (2, 12), (1, 12), (0, 12), (0, 13), (0, 14), (1, 14), (2, 14), (3, 14), (3, 15), (4, 15), (4, 14), (5, 14), (6, 14), (7, 14), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (12, 15), (13, 15), (14, 15), (15, 15), (15, 14), (14, 14), (14, 13), (14, 12), (14, 11), (13, 11), (12, 11), (11, 11), (11, 12), (11, 13), (11, 14), (10, 14), (9, 14), (9, 13), (9, 12), (9, 11), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (15, 10), (15, 9), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8)]",36.3263145392651,0,675.5399999999939,7524365.8,0.0
dame,"[(0, 0), (0, 1), (1, 1), (2, 1), (2, 2), (3, 2), (3, 1), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (6, 1), (5, 1), (5, 2), (6, 2), (7, 2), (7, 3), (6, 3), (6, 4), (7, 4), (8, 4), (8, 3), (8, 2), (8, 1), (9, 1), (10, 1), (10, 2), (10, 3), (11, 3), (11, 4), (12, 4), (12, 3), (13, 3), (13, 4), (14, 4), (15, 4), (15, 5), (14, 5), (14, 6), (14, 7), (13, 7), (13, 6), (12, 6), (11, 6), (10, 6), (10, 5), (9, 5), (9, 6), (8, 6), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (3, 7), (3, 8), (2, 8), (1, 8), (1, 9), (1, 10), (2, 10), (3, 10), (3, 11), (3, 12), (2, 12), (1, 12), (1, 13), (2, 13), (2, 14), (3, 14), (3, 15), (4, 15), (4, 14), (5, 14), (5, 15), (6, 15), (6, 14), (7, 14), (8, 14), (8, 15), (9, 15), (10, 15), (10, 14), (9, 14), (9, 13), (10, 13), (10, 12), (11, 12), (11, 11), (11, 10), (11, 9), (12, 9), (12, 8), (11, 8), (10, 8), (9, 8), (9, 9), (10, 9), (10, 10), (10, 11), (9, 11), (9, 10), (8, 10), (8, 9), (7, 9), (7, 10), (6, 10), (6, 9), (6, 8), (6, 7), (7, 7)]",53.58381238264879,0,685.5749999999945,725579.3,0.0
diag2,"[(0, 0), (0, 1), (1, 1), (1, 0), (2, 0), (3, 0), (3, 1), (3, 2), (4, 2), (4, 3), (5, 3), (6, 3), (7, 3), (7, 4), (8, 4), (8, 5), (9, 5), (9, 6), (10, 6), (10, 7), (11, 7), (11, 8), (12, 8), (12, 9), (12, 10), (12, 11), (13, 11), (13, 12), (13, 13), (12, 13), (12, 14), (11, 14), (11, 15), (10, 15), (9, 15), (8, 15), (7, 15), (6, 15), (5, 15), (5, 14), (4, 14), (4, 13), (3, 13), (3, 12), (2, 12), (2, 11), (1, 11), (1, 10), (0, 10), (0, 9), (0, 8), (1, 8), (1, 9), (2, 9), (2, 10), (3, 10), (3, 11), (4, 11), (4, 12), (5, 12), (6, 12), (6, 11), (6, 10), (6, 9), (6, 8), (6, 7), (7, 7)]",32.73765446897933,0,691.4699999999954,876989.4,0.0
diagonals,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 13), (1, 14), (2, 14), (2, 15), (3, 15), (4, 15), (4, 14), (3, 14), (3, 13), (2, 13), (2, 12), (1, 12), (1, 11), (1, 10), (2, 10), (2, 11), (3, 11), (3, 12), (4, 12), (4, 13), (5, 13), (5, 14), (6, 14), (6, 15), (7, 15), (8, 15), (8, 14), (7, 14), (7, 13), (6, 13), (6, 12), (5, 12), (5, 11), (4, 11), (4, 10), (3, 10), (3, 9), (2, 9), (2, 8), (1, 8), (1, 7), (1, 6), (2, 6), (2, 7), (3, 7), (3, 8), (4, 8), (4, 9), (5, 9), (5, 10), (6, 10), (6, 11), (7, 11), (7, 12), (8, 12), (8, 13), (9, 13), (9, 14), (10, 14), (11, 14), (12, 14), (12, 15), (13, 15), (14, 15), (15, 15), (15, 14), (15, 13), (15, 12), (15, 11), (15, 10), (15, 9), (15, 8), (15, 7), (15, 6), (15, 5), (15, 4), (15, 3), (15, 2), (15, 1), (15, 0), (14, 0), (13, 0), (12, 0), (11, 0), (10, 0), (9, 0), (8, 0), (7, 0), (6, 0), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (2, 1), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4), (5, 5), (6, 5), (6, 6), (7, 6), (7, 7)]",50.79950676124396,0,702.2249999999972,693382.0,0.0
eastjapan-013-1995,"[(0, 0), (0, 1), (0, 2), (1, 2), (2, 2), (2, 1), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (13, 1), (13, 2), (14, 2), (15, 2), (15, 3), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (15, 11), (15, 12), (15, 13), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (7, 9), (6, 9), (6, 8), (6, 7), (6, 6), (7, 6), (7, 7)]",11.965756179570782,0,706.8599999999971,707260.3,0.0
eastjapan-014-1996,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (1, 4), (2, 4), (2, 3), (2, 2), (2, 1), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (15, 1), (15, 2), (15, 3), (15, 4), (15, 5), (15, 6), (15, 7), (14, 7), (13, 7), (13, 8), (13, 9), (13, 10), (13, 11), (14, 11), (15, 11), (15, 12), (15, 13), (15, 14), (14, 14), (13, 14), (13, 15), (12, 15), (11, 15), (10, 15), (9, 15), (8, 15), (8, 14), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (9, 9), (9, 8), (9, 7), (8, 7)]",14.597843301895079,0,712.1249999999968,993832.9,0.0
eastjapan-015-1997,"[(0, 0), (0, 1), (0, 2), (0, 3), (1, 3), (2, 3), (3, 3), (3, 2), (4, 2), (5, 2), (5, 1), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (15, 1), (15, 2), (15, 3), (15, 4), (14, 4), (13, 4), (13, 5), (13, 6), (14, 6), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (15, 11), (15, 12), (14, 12), (14, 11), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (10, 9), (10, 8), (10, 7), (10, 6), (9, 6), (9, 7), (8, 7)]",15.047540443950817,0,716.6699999999967,1092903.3,0.0
eastjapan-016-1998,"[(0, 0), (0, 1), (0, 2), (0, 3), (1, 3), (1, 2), (1, 1), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (14, 1), (14, 2), (14, 3), (15, 3), (15, 4), (15, 5), (14, 5), (14, 6), (14, 7), (15, 7), (15, 8), (15, 9), (15, 10), (15, 11), (15, 12), (14, 12), (14, 11), (14, 10), (14, 9), (13, 9), (13, 10), (12, 10), (12, 9), (11, 9), (10, 9), (9, 9), (9, 8), (9, 7), (9, 6), (8, 6), (7, 6), (7, 7)]",16.574239288087256,0,721.3049999999968,513305.8,0.0
eastjapan-017-1999,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 6), (1, 7), (1, 8), (1, 9), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (1, 15), (2, 15), (3, 15), (4, 15), (5, 15), (6, 15), (6, 14), (5, 14), (5, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (10, 14), (9, 14), (9, 15), (10, 15), (11, 15), (11, 14), (11, 13), (11, 12), (10, 12), (9, 12), (9, 11), (8, 11), (7, 11), (7, 10), (7, 9), (8, 9), (9, 9), (9, 8), (9, 7), (8, 7)]",17.215144692282998,0,725.8499999999967,659442.8,0.0
eastjapan-024-2006,"[(0, 0), (0, 1), (0, 2), (0, 3), (1, 3), (2, 3), (2, 2), (1, 2), (1, 1), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (8, 1), (9, 1), (10, 1), (10, 2), (11, 2), (11, 1), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (15, 1), (15, 2), (15, 3), (14, 3), (13, 3), (12, 3), (11, 3), (11, 4), (11, 5), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6), (15, 7), (15, 8), (15, 9), (14, 9), (13, 9), (12, 9), (12, 8), (11, 8), (10, 8), (10, 9), (9, 9), (8, 9), (7, 9), (7, 8)]",18.524086199914265,0,730.7549999999967,756236.8,0.0
eastjapan-028-2010,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 7), (1, 8), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (1, 15), (1, 14), (2, 14), (2, 15), (3, 15), (4, 15), (5, 15), (6, 15), (7, 15), (7, 14), (8, 14), (9, 14), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 14), (15, 13), (15, 12), (14, 12), (14, 13), (13, 13), (13, 12), (13, 11), (13, 10), (12, 10), (11, 10), (11, 9), (10, 9), (9, 9), (9, 8), (9, 7), (9, 6), (8, 6), (7, 6), (7, 7)]",17.83458059427969,0,735.5699999999969,1381042.4000000001,0.0
eastjapan-029-2011,"[(0, 0), (0, 1), (1, 1), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (4, 8), (4, 9), (4, 10), (3, 10), (3, 11), (2, 11), (2, 12), (1, 12), (1, 13), (0, 13), (0, 14), (0, 15), (1, 15), (2, 15), (3, 15), (4, 15), (5, 15), (6, 15), (6, 14), (6, 13), (7, 13), (7, 12), (8, 12), (8, 13), (8, 14), (9, 14), (9, 13), (10, 13), (10, 12), (9, 12), (9, 11), (8, 11), (8, 10), (7, 10), (7, 9), (6, 9), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (8, 7)]",26.905175629100025,0,741.0149999999975,1276340.2,0.0
eastjapan-030-2012,"[(0, 0), (0, 1), (0, 2), (1, 2), (2, 2), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (7, 2), (6, 2), (6, 3), (7, 3), (7, 4), (7, 5), (7, 6), (8, 6), (8, 5), (8, 4), (9, 4), (10, 4), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (15, 4), (14, 4), (13, 4), (13, 5), (14, 5), (15, 5), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (15, 11), (14, 11), (14, 10), (13, 10), (13, 9), (13, 8), (13, 7), (13, 6), (12, 6), (12, 7), (12, 8), (11, 8), (10, 8), (10, 7), (9, 7), (9, 8), (8, 8)]",22.17575482796233,0,746.0099999999977,1532585.3,0.0
euro-58,"[(0, 0), (0, 1), (1, 1), (1, 0), (2, 0), (3, 0), (4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (5, 4), (5, 3), (6, 3), (7, 3), (8, 3), (8, 2), (8, 1), (9, 1), (10, 1), (10, 0), (11, 0), (12, 0), (13, 0), (13, 1), (13, 2), (13, 3), (14, 3), (15, 3), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (15, 11), (15, 12), (15, 13), (15, 14), (14, 14), (13, 14), (12, 14), (12, 13), (12, 12), (12, 11), (12, 10), (12, 9), (12, 8), (13, 8), (13, 7), (12, 7), (11, 7), (10, 7), (10, 8), (9, 8), (8, 8)]",17.596078969499995,0,750.9149999999977,857570.9,0.0
